"Result","Logistic","SVM","GBM","NeuralNetwork","Xgboost","Adaboost","LightGBM","CatBoost"
0,0.171779980954435,0.184945301906013,0.119023830528724,0.136319513442102,0.497610688209534,0,0.176426598504649,0.542550183370725
1,0.648156069869985,0.801470103629832,0.745281711007774,0.719351021928133,0.500570952892303,1,0.75966414440351,0.652002020456792
1,0.641871896590848,0.792386619076385,0.72208902862872,0.702887709566767,0.501577854156494,1,0.75966414440351,0.649817275317191
0,0.221973845230785,0.214622981133505,0.171819802433936,0.190962713563173,0.497610688209534,0,0.176426598504649,0.554056204005299
0,0.150203609708953,0.201015988679421,0.159949997631953,0.131867888399272,0.497610688209534,0,0.176426598504649,0.546761835966667
1,0.651401633927984,0.765080775788816,0.681199792779828,0.718365542051401,0.50045108795166,1,0.75966414440351,0.651120210577496
0,0.144670080738742,0.171108982061817,0.128648969784157,0.137464968030647,0.497763097286224,0,0.176426598504649,0.544641180899738
0,0.166611130789542,0.21028237369679,0.1544726233451,0.142537528076933,0.49770325422287,0,0.176426598504649,0.546387338771326
0,0.335896670532601,0.596939781352635,0.228233887882324,0.270529689537946,0.49795538187027,0,0.176426598504649,0.562903635024181
1,0.791532732711749,0.868858454056149,0.766601534302924,0.705743020108587,0.500418543815613,1,0.75966414440351,0.661662423376204
0,0.16259146259998,0.177783798756041,0.133215137074997,0.136685165014006,0.497610688209534,0,0.176426598504649,0.541257644805748
0,0.113534680960401,0.149485454739578,0.0911991967949414,0.115745532087082,0.497610688209534,0,0.176426598504649,0.541018986305086
1,0.935269272210788,0.933742613490961,0.711441106990638,0.606801235104724,0.500711381435394,0.693889235468865,0.75966414440351,0.67109664215618
0,0.204260895993314,0.20269417839823,0.158465000856625,0.159516643971998,0.497610688209534,0,0.176426598504649,0.546894391760573
0,0.105894282723482,0.167261037255524,0.114674883627912,0.10984650725128,0.497721016407013,0,0.176426598504649,0.540261121765023
0,0.457764167462555,0.702084744495585,0.334392881919426,0.401585438212803,0.499710738658905,0.306110764531135,0.150642322364192,0.600777768873686
0,0.483149236401758,0.723123344262639,0.385341838262259,0.476218899779195,0.499060928821564,0.306110764531135,0.142426576157383,0.612572744948724
0,0.470565877971644,0.377487711106057,0.499533898006901,0.515074673468926,0.498582601547241,1,0.522380655504327,0.619135905482409
0,0.203776826774865,0.190138430498711,0.145494397348205,0.168345519853004,0.498066127300262,0.306110764531135,0.202951100876261,0.563275265535594
0,0.22825941578547,0.225409595236264,0.230717690274986,0.27135816421744,0.497901082038879,0.306110764531135,0.199045529808762,0.565379542322395
0,0.410085989965755,0.623540361179575,0.375112928312799,0.458400470623582,0.498135447502136,0,0.199045529808762,0.568731932423942
0,0.220928240434884,0.237767729906947,0.30585424970059,0.17875920495664,0.499647855758667,0,0.176426598504649,0.545111111883649
1,0.757236625080997,0.808590144212259,0.758359835961796,0.842978669104618,0.500463843345642,1,0.75966414440351,0.676734606525337
0,0.343993501346598,0.252938366616187,0.261390146964371,0.325291031809118,0.497955799102783,0.306110764531135,0.202951100876261,0.578068200638171
0,0.153240558366792,0.173939885041687,0.131377595006685,0.138763092372685,0.497610688209534,0,0.176426598504649,0.543338036469692
0,0.201145437030645,0.25741644886346,0.37665802457508,0.28142918571704,0.499259471893311,0.306110764531135,0.109336398888744,0.586445368828559
1,0.779291774485198,0.903012257093438,0.753563214616422,0.834315661055843,0.50056454539299,1,0.446004969163823,0.678373834474531
0,0.562898829389481,0.756695392486955,0.551135288150453,0.513743085188442,0.500121265649796,0.306110764531135,0.619739176127957,0.624556028729687
0,0.141529658975775,0.195191673454294,0.154869174995463,0.12675802724512,0.497721016407013,0,0.176426598504649,0.543722209144174
1,0.618296180466709,0.784609209360797,0.645942528724299,0.552298970986892,0.501137286424637,1,0.696784602692021,0.637506673706053
1,0.749338369961913,0.808795929211536,0.740352256575175,0.836130698858315,0.499917328357697,0.693889235468865,0.446004969163823,0.668264461913234
0,0.878889907276741,0.882018015177712,0.812350433478477,0.822798663542013,0.500643849372864,1,0.75966414440351,0.659995376823397
1,0.280278162757439,0.224603156943502,0.41826565600694,0.225885006599929,0.499068439006805,0.306110764531135,0.796519599121717,0.563821854289784
0,0.445706238058368,0.692807623058055,0.321420362074995,0.384426524207989,0.499941229820251,0.306110764531135,0.150642322364192,0.597973934557979
1,0.538956681036589,0.745476589475549,0.571748456928286,0.4724782545979,0.500514030456543,0.306110764531135,0.619739176127957,0.625516248091824
1,0.692523264465267,0.820819005986118,0.681119690499492,0.7308968667535,0.500238537788391,1,0.75966414440351,0.663032338525249
1,0.714347959627734,0.822640824707092,0.856755035004233,0.7793029231566,0.501650005578995,1,0.75966414440351,0.661747943510561
0,0.24870179653895,0.245190204805144,0.336064070016308,0.284424279257824,0.498053431510925,0.306110764531135,0.319912954043312,0.586445368828559
0,0.167721490129431,0.184984024452156,0.150805040584799,0.150148477718897,0.497763097286224,0,0.176426598504649,0.544457922966143
0,0.41926818477745,0.361265487005769,0.51775327326622,0.489181967200289,0.498076617717743,1,0.522380655504327,0.616747736717411
0,0.598279307863816,0.77549419583984,0.590098940866753,0.659669986516222,0.500353574752808,0.693889235468865,0.75966414440351,0.639871407799241
0,0.158346667330686,0.182075379463806,0.140608285365073,0.130619741589844,0.49770325422287,0,0.176426598504649,0.545352109843856
0,0.225652995346261,0.223439241021829,0.268185296868805,0.183130594112965,0.498402535915375,0,0.176426598504649,0.549975208905672
1,0.574405237947689,0.417204165390818,0.55280159497346,0.636745718373737,0.498991906642914,1,0.380954521030003,0.621852423610883
1,0.366611518335644,0.313426877419279,0.466714638156587,0.47027177889069,0.497790694236755,0.306110764531135,0.522380655504327,0.610473142638675
1,0.22781751618078,0.225503993999497,0.220006438526863,0.234400451815252,0.497790694236755,0,0.199045529808762,0.558627913829343
0,0.140509423339178,0.190697101507748,0.160152857583677,0.128350464841314,0.49770325422287,0,0.176426598504649,0.540527976409561
0,0.161800255113783,0.179011862509704,0.110717174945778,0.132995235345619,0.497610688209534,0,0.176426598504649,0.541973470805222
0,0.216795773552478,0.214188057078902,0.162916850664128,0.196971280430248,0.497610688209534,0,0.176426598504649,0.55571213546646
0,0.254754889616078,0.24376790278469,0.329697291330427,0.259351783164779,0.498076617717743,0.306110764531135,0.319912954043312,0.58214698433697
0,0.161807271028416,0.177772379409581,0.185477939496693,0.1440233532709,0.49770325422287,0,0.176426598504649,0.541367630151718
0,0.246127806198875,0.209300202055513,0.173101359448879,0.199860489648577,0.498066127300262,0.306110764531135,0.202951100876261,0.563759159123702
0,0.233458779474173,0.223593120990329,0.253997850625555,0.23667717063516,0.497790694236755,0.306110764531135,0.319912954043312,0.572141542146027
1,0.746897820770344,0.814299941783099,0.837731884855081,0.831070973186279,0.500799566507339,1,0.75966414440351,0.669867112255765
1,0.932781824490334,0.909657231766488,0.738331644830263,0.761229014446206,0.501652836799622,1,0.75966414440351,0.666756721081188
1,0.641648120469426,0.756917193647489,0.705411440964021,0.550519280854223,0.501496940851212,1,0.696784602692021,0.623244945165072
0,0.236917272363184,0.23532812425675,0.25290121480404,0.208751819231694,0.498006939888,0,0.176426598504649,0.561370320574186
0,0.332522795957902,0.292746463054744,0.348913319107104,0.27783159141887,0.499392688274384,0,0.176426598504649,0.567827232418802
0,0.428106922858564,0.699010785031499,0.296074542685535,0.419155884061894,0.499060928821564,0.306110764531135,0.142426576157383,0.61205356109264
0,0.655973419991389,0.749479245577381,0.461857231589568,0.511174738602912,0.500281542539597,0.306110764531135,0.504565711671957,0.613209510137563
1,0.577381425769643,0.766744190977389,0.576664527095313,0.635474662814115,0.5000079870224,0.693889235468865,0.75966414440351,0.640051565914424
1,0.753265152195341,0.85160906501609,0.695984925852582,0.698232912141983,0.500238537788391,1,0.75966414440351,0.658464674927971
0,0.483762170834112,0.71170867406245,0.401614355456359,0.423612093600433,0.500056266784668,0.306110764531135,0.504565711671957,0.600562254392838
1,0.681208132369389,0.811206754121304,0.769550382724025,0.747098861721277,0.50148344039917,1,0.75966414440351,0.656055436712788
0,0.383728161045909,0.27550870764187,0.313331649697678,0.449190476887109,0.497955799102783,0.306110764531135,0.525701174736548,0.592678841188847
0,0.208276744727414,0.209945925186246,0.22344655470347,0.16544571844454,0.498003482818604,0,0.176426598504649,0.550158351299883
1,0.630272047348621,0.810918808760279,0.743692080951588,0.70259307549706,0.500455915927887,1,0.75966414440351,0.653499506538893
0,0.733239213114969,0.842394452003409,0.710511322557076,0.723495354084912,0.500238537788391,1,0.75966414440351,0.660700882229388
0,0.132098937406294,0.161087251094496,0.104327107335446,0.120751982299934,0.497610688209534,0,0.176426598504649,0.541472570773375
0,0.717447030625494,0.838638783211599,0.665937365965367,0.702436279721517,0.499358236789703,1,0.677997225132182,0.658418096559027
1,0.510612591060998,0.726307223757438,0.451361681277057,0.460892853988251,0.500056266784668,0.306110764531135,0.357495473788246,0.610248439441283
1,0.658911751518611,0.809799053862327,0.737773709830748,0.755080283987876,0.500073075294495,1,0.75966414440351,0.667388170857188
0,0.0709294579906018,0.144444140809066,0.0761882031888332,0.0909725546437998,0.497721016407013,0,0.176426598504649,0.545281921440041
0,0.386635634403281,0.692071392623309,0.355961872530902,0.387499384578592,0.499060928821564,0.306110764531135,0.142426576157383,0.611168057739391
1,0.368281895902335,0.271134340931169,0.376709146126087,0.303194187207536,0.498948276042938,0.306110764531135,0.796519599121717,0.571550278878535
1,0.312705917340182,0.268751759068909,0.41979467398829,0.360040225309188,0.498487830162048,0.306110764531135,0.319912954043312,0.586962758889551
1,0.256452108107105,0.217519177218319,0.236276978029194,0.208047127265357,0.498348593711853,0.306110764531135,0.202951100876261,0.568478706971778
1,0.560379613437322,0.753409995701795,0.561464720557385,0.515761392841449,0.500187337398529,1,0.696784602692021,0.614083553267945
0,0.238573092189591,0.230273164912278,0.245117780635274,0.288902992031024,0.497790694236755,0,0.199045529808762,0.569671311920022
0,0.418707343673066,0.406452411232268,0.276269007511216,0.480331719223133,0.497901082038879,0,0.522380655504327,0.61388993095888
1,0.306287787575449,0.275366392287137,0.4388114228226,0.402961290706414,0.497943103313446,0.306110764531135,0.319912954043312,0.601370274105335
1,0.711298522796577,0.832282949560634,0.75223522993645,0.774966498707588,0.500932902097702,0.306110764531135,0.75966414440351,0.659976649476866
0,0.207175895051061,0.203686966563558,0.167093945514293,0.160705843458085,0.497610688209534,0,0.176426598504649,0.546686927863798
1,0.264510045095763,0.256412039169758,0.280033529652615,0.207488558528946,0.498245239257812,0,0.745767323256788,0.555378252551382
0,0.321607989655909,0.279790917977533,0.415603497194422,0.424402023339099,0.497790694236755,0.306110764531135,0.319912954043312,0.601054483828544
0,0.182022956005252,0.198336062139336,0.186978949971793,0.148514849253978,0.498006939888,0,0.176426598504649,0.54973872251732
0,0.459045271124759,0.69968135706525,0.325348929849103,0.404047272132829,0.499941229820251,0.306110764531135,0.150642322364192,0.597352985575957
0,0.933318946545641,0.924900191407689,0.473117552848894,0.575649886163446,0.500728785991669,0.693889235468865,0.109336398888744,0.653361886359425
0,0.413596062672548,0.677741780242938,0.246694469126006,0.36967364440365,0.499060928821564,0.306110764531135,0.142426576157383,0.597403782420142
0,0.100365320925683,0.148974922795975,0.0872000797901988,0.0975850317885115,0.497721016407013,0,0.176426598504649,0.547533819063725
0,0.867245124897576,0.893478216867967,0.532018205089725,0.627441722955966,0.499895393848419,0,0.677997225132182,0.653361886359425
0,0.382464942887333,0.671230803354203,0.238560170867745,0.344498847492749,0.499060928821564,0.306110764531135,0.142426576157383,0.600719246074563
0,0.211599233043348,0.206370430502565,0.180620834946674,0.164415391787166,0.497610688209534,0,0.176426598504649,0.548406642014917
0,0.144395810176008,0.169610303055299,0.14877561399536,0.131683621790565,0.49770325422287,0,0.176426598504649,0.542720374380945
1,0.655463755800061,0.799791851113464,0.734362748312563,0.738804643240959,0.500353574752808,0.693889235468865,0.75966414440351,0.664549780772822
1,0.540852731124245,0.738715238031812,0.823233003055662,0.466644170277369,0.501352697610855,1,0.696784602692021,0.625061665494397
0,0.229044137362137,0.200864556822112,0.167160313564042,0.186571232094732,0.498066127300262,0.306110764531135,0.202951100876261,0.563275265535594
1,0.646978405853393,0.80401161315041,0.682013298901627,0.714961820480256,0.500711023807526,0.693889235468865,0.75966414440351,0.652688302348032
0,0.0901188243270072,0.155210050844264,0.10177756398424,0.114583525420413,0.497610688209534,0,0.176426598504649,0.540627280474473
1,0.683590478549571,0.468712228842892,0.655871702753155,0.613801853917729,0.499912023544312,0.306110764531135,0.894170215209209,0.620071377158094
1,0.121594247086867,0.154210938987409,0.100459709926391,0.119331058783485,0.497610688209534,0,0.176426598504649,0.540858608753409
1,0.730194663206508,0.836392898715708,0.823027059294318,0.789405986954655,0.501815855503082,1,0.75966414440351,0.669351378224996
0,0.139782878253024,0.164770268386745,0.117166834755876,0.127966211055267,0.497610688209534,0,0.176426598504649,0.540721641112682
0,0.294228401337462,0.238375578523462,0.193751181035232,0.278908885822835,0.497955799102783,0.306110764531135,0.202951100876261,0.572208007796211
1,0.782101708878631,0.87071299931424,0.734826327994941,0.704776588727589,0.500099509954453,1,0.677997225132182,0.668641881687882
1,0.498961427155443,0.723642552358773,0.36525012618897,0.436876382878938,0.500121265649796,0.306110764531135,0.619739176127957,0.612324941602935
1,0.573499697756199,0.760322757879703,0.561464720557385,0.541545780497166,0.500187337398529,1,0.696784602692021,0.616828706618225
1,0.651364111987222,0.815880499032478,0.834276750901638,0.73273470566309,0.501312971115112,1,0.75966414440351,0.658394861928905
0,0.270464401153986,0.252646845234066,0.344063446049658,0.376595179816454,0.497901082038879,0.306110764531135,0.319912954043312,0.589100935363607
1,0.626999480731899,0.789354402460078,0.66960110177925,0.726657111447341,0.500353574752808,1,0.75966414440351,0.657192511383727
1,0.353580047106863,0.733749401315849,0.704386709254233,0.510667995220202,0.501015275716782,0.693889235468865,0.677997225132182,0.645746501300287
0,0.302922977759656,0.29084975407764,0.368311495054502,0.462803675328618,0.498225748538971,0.306110764531135,0.380954521030003,0.593134807073663
0,0.130282078588458,0.159838142155266,0.110717174945778,0.120713627739297,0.497610688209534,0,0.176426598504649,0.541504568496759
0,0.611669820254385,0.729495619285164,0.351901330559708,0.457933141556429,0.499620079994202,0.306110764531135,0.142426576157383,0.622114497008674
0,0.516740198049969,0.730948434145848,0.486050186961651,0.455197785922105,0.500056266784668,0.306110764531135,0.357495473788246,0.606695101099856
1,0.692927615029597,0.820937828276838,0.693265027010482,0.738434845935933,0.500353574752808,1,0.75966414440351,0.663599622367718
0,0.205425417829348,0.208673125196351,0.179896852536038,0.182404623590769,0.497721016407013,0,0.176426598504649,0.553866469984627
1,0.770900629914256,0.817394892474936,0.754136532579554,0.847325985603452,0.500233292579651,1,0.75966414440351,0.680944162223768
1,0.617435230756371,0.789654555056648,0.6645949195458,0.724695067888511,0.499358236789703,1,0.677997225132182,0.663702664144866
0,0.563763821504884,0.755416253324373,0.601083185561253,0.500718098646593,0.500252306461334,1,0.696784602692021,0.622390342889468
1,0.24699855914444,0.237871252378367,0.280468405718307,0.316395322885142,0.497901082038879,0.306110764531135,0.319912954043312,0.579558252415737
0,0.222048714751273,0.220188628693322,0.210945877071085,0.237243984354596,0.497790694236755,0,0.199045529808762,0.561262543306102
0,0.20807154912287,0.213795714895463,0.130706441128436,0.185350807093711,0.497828006744385,0.306110764531135,0.202951100876261,0.556521419541224
0,0.145141973652992,0.167248054250766,0.138610241877309,0.132744612871478,0.497610688209534,0,0.176426598504649,0.540882025894876
1,0.695232856843646,0.813508650702871,0.842502962731741,0.729515243911524,0.501650005578995,1,0.75966414440351,0.648773413582809
1,0.701116080627644,0.84010701431429,0.735550678259998,0.747605445565062,0.500932902097702,1,0.75966414440351,0.654200130217066
1,0.187151100069803,0.194658102334574,0.129126283956096,0.148130726911522,0.497610688209534,0,0.176426598504649,0.5483165299795
1,0.697312739509398,0.814789766771264,0.806924138380983,0.757756427550277,0.50148344039917,1,0.75966414440351,0.658342077297207
1,0.248728696925266,0.264870759601572,0.413016772656294,0.377282732001774,0.497883260250092,0.306110764531135,0.522380655504327,0.603009029148833
0,0.268710396322297,0.245144667003991,0.303275975502847,0.314433385767695,0.497790694236755,0.306110764531135,0.319912954043312,0.582402462147975
0,0.200478477872153,0.206068675117006,0.153766203634658,0.166647323617014,0.497610688209534,0,0.176426598504649,0.550228603660833
1,0.712292104413679,0.837776456638488,0.750258953670425,0.796684149564301,0.500480532646179,1,0.75966414440351,0.668806763561885
1,0.550279448574954,0.748666878008879,0.534500069141477,0.491632570998856,0.500252306461334,1,0.696784602692021,0.619254974521674
1,0.604288261228421,0.723655982974413,0.428432450821812,0.422977677417102,0.500178277492523,0.306110764531135,0.150642322364192,0.622114497008674
1,0.218710022879453,0.250035003985446,0.180000810370299,0.18993777658779,0.498359441757202,0,0.157841445202657,0.551811889565367
1,0.767869399196601,0.85133631532292,0.839166123002813,0.66449493592719,0.501650005578995,0.693889235468865,0.75966414440351,0.662219889282607
1,0.923940678532996,0.928351614945026,0.655131695445315,0.589430389580823,0.499667227268219,0.693889235468865,0.446004969163823,0.668139254117936
0,0.840342024595849,0.889082389843837,0.799913872888519,0.702459739726607,0.5008684694767,1,0.75966414440351,0.6626271678379
0,0.350664383814431,0.670405206131835,0.517493487160855,0.341323000101759,0.499776124954224,0.306110764531135,0.142426576157383,0.605902597673978
0,0.181774391900777,0.191499602357007,0.140752912655052,0.141952927418762,0.497610688209534,0,0.176426598504649,0.543733725091561
0,0.176213277111652,0.190405669337354,0.133194165804252,0.140421651872876,0.497721016407013,0,0.176426598504649,0.542925016859324
0,0.736994997504383,0.840623494168311,0.799127191555765,0.765555776615769,0.500484585762024,1,0.75966414440351,0.664637493819568
1,0.446355394176222,0.717728236264463,0.51600220831719,0.441134949481888,0.500187337398529,1,0.696784602692021,0.619154725609045
1,0.234953285440195,0.227490536642259,0.258205429872503,0.242202547398129,0.497901082038879,0.306110764531135,0.319912954043312,0.574526375272891
0,0.106555787254658,0.146292111682895,0.0867381564845112,0.112269012189725,0.497610688209534,0,0.176426598504649,0.541085717277506
0,0.182118287317768,0.222016643310743,0.25550212358304,0.205715382468124,0.497790694236755,0.306110764531135,0.319912954043312,0.572238466475393
0,0.532609935045541,0.704619808680341,0.345659158801021,0.492377028598862,0.500038802623749,0.306110764531135,0.150642322364192,0.612223185441943
0,0.486488468708626,0.727272302302917,0.387440120286251,0.481781320877303,0.499060928821564,0.306110764531135,0.142426576157383,0.614726630660523
1,0.554328107887742,0.748843188382736,0.526911957317143,0.532421773758715,0.500187337398529,1,0.696784602692021,0.624891463064477
1,0.747203111631372,0.841739522498568,0.775143477362337,0.809651766176134,0.501643240451813,1,0.75966414440351,0.666498874442996
1,0.350179049502764,0.2612840988353,0.25394797140379,0.400101248086536,0.497955799102783,0.306110764531135,0.525701174736548,0.588438913103079
0,0.470159225224437,0.392435834218014,0.280403276976655,0.49258151645086,0.497790694236755,0,0.65085006751936,0.601505354962512
0,0.301403806318813,0.273927950969228,0.389655715993545,0.315848041856365,0.498183488845825,0.306110764531135,0.319912954043312,0.585009299511765
0,0.631458516157601,0.795943166800009,0.69171147319876,0.734754011244925,0.500073075294495,1,0.75966414440351,0.659657481871353
0,0.13631546593241,0.16491361625125,0.109651478108287,0.12002528074685,0.497721016407013,0,0.176426598504649,0.541013877940509
1,0.858576325190355,0.898761471936859,0.816992742287742,0.704804548740557,0.501009106636047,1,0.75966414440351,0.668139254117936
0,0.449692151596675,0.718949931226539,0.532464533758134,0.441396212531928,0.500187337398529,1,0.696784602692021,0.614905938786025
0,0.145209969847276,0.167564379937929,0.133215137074997,0.13102092087392,0.497610688209534,0,0.176426598504649,0.541113385477761
0,0.272207819767793,0.248695119791067,0.31146523538528,0.360788750187938,0.497790694236755,0.306110764531135,0.199045529808762,0.580837096844221
0,0.283771587865487,0.251247985356834,0.350701260256289,0.330064528359958,0.497883260250092,0.306110764531135,0.319912954043312,0.57937113134531
0,0.221609353642045,0.218186272014019,0.154423298741329,0.198911157841276,0.497828006744385,0.306110764531135,0.202951100876261,0.553479863045104
1,0.716180687360973,0.890694807448877,0.717128403624628,0.773870817359737,0.50056454539299,1,0.75966414440351,0.673501215807559
0,0.239936872645955,0.232184132904658,0.206302194717446,0.225610886566708,0.497763097286224,0,0.176426598504649,0.569936532028455
0,0.306938497218683,0.306912654214545,0.464755935377025,0.467079941640152,0.497790694236755,0.306110764531135,0.522380655504327,0.612434194537438
0,0.157374068276852,0.187470411972296,0.165662433311872,0.144938946468507,0.498006939888,0,0.176426598504649,0.54742400021185
0,0.278610455440192,0.259302847281999,0.360943874343122,0.402549636077367,0.497901082038879,0.306110764531135,0.65085006751936,0.593419568181149
0,0.146936422413665,0.195537267538538,0.157631984084008,0.127339673175535,0.49770325422287,0,0.176426598504649,0.54344619850764
1,0.211648262552508,0.237820400323997,0.352987667344934,0.228242898088782,0.498186945915222,0.306110764531135,0.89417021520921,0.579084920924279
0,0.236765530118356,0.225358237700985,0.222585821697939,0.246505521946614,0.497790694236755,0.306110764531135,0.199045529808762,0.563670474671975
0,0.14622238224113,0.193512304909399,0.148078935364372,0.129965689536059,0.497610688209534,0,0.176426598504649,0.540599520077569
1,0.51437116042622,0.427439474900924,0.496773595181539,0.518903741097384,0.498425245285034,1,0.522380655504327,0.614308581803686
1,0.186070002104587,0.193223150469255,0.140752912655052,0.144973428229084,0.497610688209534,0,0.176426598504649,0.543190748505705
0,0.252795403185538,0.282098643286254,0.190935467863969,0.215689397375,0.498362898826599,0,0.157841445202657,0.56197359209495
0,0.246804418189011,0.228320228761815,0.198816554817069,0.213810888935289,0.497610688209534,0,0.176426598504649,0.556700048440677
0,0.279366780513361,0.225347898702158,0.193965209781947,0.231007619764384,0.498066127300262,0.306110764531135,0.202951100876261,0.563455929691945
0,0.287599164700014,0.287754230362735,0.240981280692729,0.21392927944913,0.49915623664856,0,0.176426598504649,0.550193809293322
0,0.147200320974358,0.196623379226084,0.142272223583751,0.129353705123738,0.497610688209534,0,0.176426598504649,0.543035446117178
0,0.191419583440418,0.200095801779524,0.14526657699657,0.158230939095316,0.497610688209534,0,0.176426598504649,0.549146028178432
